cong,icpsr,statecode,state,party,name,ideo,role,x2,loglike,nvotes,classerrs,gmp,district
72,7292,25,WISCONS,200,PEAVEY  H.H,-0.085,,-0.038,-40.56322,79,21,0.598,11
72,1552,68,WYOMING,200,CARTER  V.,0.171,,-0.264,-38.82476,103,21,0.686,1
73,99899,99,USA,100,ROOSEVELT F,-0.449,,-0.707,-4.38805,27,1,0.85,0
73,6233,41,ALABAMA,100,MC DUFFIE,-0.152,,0.502,-33.11588,119,14,0.757,1
73,4418,41,ALABAMA,100,HILL  L.,-0.143,,0.583,-29.57398,125,12,0.789,2
73,8858,41,ALABAMA,100,STEAGALL,-0.354,,0.656,-16.7194,125,8,0.875,3
73,4902,41,ALABAMA,100,JEFFERS,-0.086,,0.527,-25.57609,90,12,0.753,4
73,137,41,ALABAMA,100,ALLGOOD,-0.288,,0.958,-10.90447,86,6,0.881,5
73,7064,41,ALABAMA,100,OLIVER  W.B,-0.16,,0.798,-28.06127,119,12,0.79,6
73,406,41,ALABAMA,100,BANKHEAD,-0.428,,0.904,-12.22404,119,5,0.902,7
73,143,41,ALABAMA,100,ALMON,-0.192,,0.732,-5.06823,36,3,0.869,8
73,1514,41,ALABAMA,100,CARMICHAEL,-0.262,,0.436,-8.88383,76,2,0.89,8
73,4685,41,ALABAMA,100,HUDDLESTON,0.038,,0.918,-55.80666,105,21,0.588,9
73,3799,61,ARIZONA,100,GREENWAY,-0.162,,-0.312,-39.68991,67,17,0.553,1
73,2732,42,ARKANSA,100,DRIVER,-0.261,,0.965,-16.17004,130,6,0.883,1
73,6492,42,ARKANSA,100,MILLER,0.02,,0.947,-37.20834,130,16,0.751,2
73,3394,42,ARKANSA,100,FULLER,-0.202,,0.658,-21.24067,130,9,0.849,3
73,2156,42,ARKANSA,100,CRAVENS,-0.106,,0.612,-35.49775,135,14,0.769,4
73,7688,42,ARKANSA,100,RAGON,-0.154,,0.988,-12.20851,54,4,0.798,5
73,9262,42,ARKANSA,100,TERRY,-0.135,,0.573,-20.39784,77,11,0.767,5
73,3634,42,ARKANSA,100,GLOVER,-0.089,,0.996,-25.54447,137,9,0.83,6
73,7208,42,ARKANSA,100,PARKS,-0.115,,0.857,-24.16227,121,8,0.819,7
73,5531,71,CALIFOR,100,LEA,-0.112,,0.386,-37.22679,112,14,0.717,1
73,2966,71,CALIFOR,200,ENGLEBRIGHT,0.155,W,-0.928,-26.26804,132,10,0.82,2
73,1198,71,CALIFOR,100,BUCK,-0.16,,0.186,-44.70833,135,17,0.718,3
73,5089,71,CALIFOR,200,KAHN,0.146,,-0.989,-29.2709,135,14,0.805,4
73,9928,71,CALIFOR,200,WELCH,0.017,,-0.433,-49.92693,131,25,0.683,5
73,1545,71,CALIFOR,200,CARTER  A.E,0.169,,-0.451,-34.62133,129,13,0.765,6
73,2950,71,CALIFOR,200,ELTSE,0.444,,-0.108,-29.48668,132,14,0.8,7
73,6261,71,CALIFOR,100,MC GRATH,-0.405,,-0.558,-26.62702,129,9,0.813,8
73,1720,71,CALIFOR,100,CHURCH,-0.236,,-0.182,-35.42248,96,15,0.691,9
73,9057,71,CALIFOR,100,STUBBS,-0.085,,0.309,-38.77346,127,19,0.737,10
73,3023,71,CALIFOR,200,EVANS,0.299,,-0.106,-35.84306,126,18,0.752,11
73,4481,71,CALIFOR,100,HOEPPEL,0.052,,-0.017,-67.3728,115,31,0.557,12
73,5363,71,CALIFOR,100,KRAMER,-0.429,,-0.5,-22.36858,122,11,0.832,13
73,3273,71,CALIFOR,100,FORD,-0.243,,-0.1,-33.88966,120,14,0.754,14
73,9453,71,CALIFOR,200,TRAEGER,0.198,,-0.588,-26.75783,128,10,0.811,15
73,2634,71,CALIFOR,100,DOCKWEILER,-0.218,,-0.249,-48.72638,128,22,0.683,16
73,1919,71,CALIFOR,100,COLDEN,-0.268,,0.349,-23.99507,135,10,0.837,17
73,1267,71,CALIFOR,100,BURKE  J.H.,-0.193,,-0.444,-43.33773,82,16,0.589,18
73,1950,71,CALIFOR,200,COLLINS S.L,0.197,,-0.112,-42.74692,123,19,0.706,19
73,1294,71,CALIFOR,200,BURNHAM,0.182,,-0.442,-39.53054,127,17,0.733,20
73,5647,62,COLORAD,100,LEWIS  L.,-0.283,,0.221,-22.30875,123,10,0.834,1
73,2249,62,COLORAD,100,CUMMINGS,-0.061,,0.966,-28.01155,116,11,0.785,2
73,6028,62,COLORAD,100,MARTIN J.A.,-0.222,,-0.135,-43.40521,136,19,0.727,3
73,9205,62,COLORAD,100,TAYLOR  E.T,-0.199,,0.98,-14.15538,113,5,0.882,4
73,5359,1,CONNECT,100,KOPPLEMANN,-0.351,,-0.685,-26.72701,121,9,0.802,1
73,4400,1,CONNECT,200,HIGGINS,0.274,,-0.961,-23.42298,122,11,0.825,2
73,5945,1,CONNECT,100,MALONEY F.,-0.214,,-0.696,-49.15921,129,22,0.683,3
73,6436,1,CONNECT,200,MERRITT,0.333,,0.001,-65.76321,131,27,0.605,4
73,3716,1,CONNECT,200,GOSS,0.128,,-0.949,-53.55856,126,21,0.654,5
73,376,1,CONNECT,200,BAKEWELL,0.296,,-0.955,-29.59362,134,14,0.802,99
73,43,11,DELAWAR,100,ADAMS,-0.443,,0.061,-13.1689,128,5,0.902,1
73,7372,43,FLORIDA,100,PETERSON,-0.121,,0.679,-24.91127,110,11,0.797,1
73,3781,43,FLORIDA,100,GREEN,-0.388,,0.922,-11.96317,97,5,0.884,2
73,1412,43,FLORIDA,100,CALDWELL,-0.17,,0.71,-27.12036,133,11,0.816,3
73,10100,43,FLORIDA,100,WILCOX,-0.182,,0.832,-22.1628,109,9,0.816,4
73,8335,43,FLORIDA,100,SEARS,-0.147,,0.486,-32.99425,129,14,0.774,99
73,7190,44,GEORGIA,100,PARKER  H.C,0.04,,0.862,-49.22081,128,20,0.681,1
73,2111,44,GEORGIA,100,COX,-0.063,,0.998,-33.71468,127,15,0.767,2
73,1589,44,GEORGIA,100,CASTELLOW,0.003,,0.756,-50.41664,136,23,0.69,3
73,7129,44,GEORGIA,100,OWEN,-0.153,,0.945,-23.85756,136,10,0.839,4
73,7709,44,GEORGIA,100,RAMSPECK,-0.114,,0.233,-49.03216,134,23,0.694,5
73,9677,44,GEORGIA,100,VINSON  C.,-0.39,,0.473,-13.37173,126,5,0.899,6
73,9183,44,GEORGIA,100,TARVER,-0.03,,1,-33.18099,137,15,0.785,7
73,2459,44,GEORGIA,100,DEEN,-0.03,,0.933,-35.65026,131,15,0.762,8
73,10329,44,GEORGIA,100,WOOD  J.S.,-0.008,,0.954,-39.07124,124,14,0.73,9
73,1130,44,GEORGIA,100,BROWN  P.,-0.088,,0.667,-19.06494,78,9,0.783,10
73,10015,63,IDAHO,100,WHITE,-0.068,,0.196,-54.07899,108,25,0.606,1
73,1907,63,IDAHO,100,COFFIN,-0.233,,0.339,-30.50022,117,13,0.771,2
73,2521,21,ILLINOI,200,DEPRIEST,0.242,,-0.699,-19.32917,100,8,0.824,1
73,6774,21,ILLINOI,200,MOYNIHAN,0.23,,-0.579,-21.26289,91,7,0.792,2
73,5149,21,ILLINOI,100,KELLY  E.A.,-0.109,,-0.157,-71.59973,124,43,0.561,3
73,548,21,ILLINOI,100,BEAM,-0.204,,0.004,-48.84455,125,20,0.677,4
73,8163,21,ILLINOI,100,SABATH,-0.722,,-0.556,-27.11829,121,10,0.799,5
73,7004,21,ILLINOI,100,O'BRIEN,-0.219,,-0.247,-51.70671,121,28,0.652,6
73,8274,21,ILLINOI,100,SCHUETZ,-0.224,,-0.153,-50.40862,127,22,0.672,7
73,5353,21,ILLINOI,100,KOCIALKOWSK,-0.263,,-0.036,-53.73394,131,20,0.664,8
73,1048,21,ILLINOI,200,BRITTEN,0.31,,-0.361,-28.86369,110,10,0.769,9
73,8528,21,ILLINOI,200,SIMPSON,0.344,,-0.249,-30.36689,101,12,0.74,10
73,7809,21,ILLINOI,200,REID,0.37,,0.1,-12.95481,53,5,0.783,11
73,1201,21,ILLINOI,200,BUCKBEE,0.228,,-0.2,-22.43893,80,11,0.755,12
73,121,21,ILLINOI,200,ALLEN,0.354,,-0.06,-27.20706,124,12,0.803,13
73,9319,21,ILLINOI,100,THOMPSON C,-0.077,,0.411,-51.69402,132,24,0.676,14
73,19,21,ILLINOI,100,ADAIR,-0.222,,-0.145,-50.19795,128,22,0.676,15
73,2609,21,ILLINOI,200,DIRKSEN,0.116,,-0.553,-44.84408,131,23,0.71,16
73,3595,21,ILLINOI,100,GILLESPIE,-0.055,,-0.014,-49.30243,121,27,0.665,17
73,6406,21,ILLINOI,100,MEEKS,-0.079,,0.185,-55.11282,129,31,0.652,18
73,2629,21,ILLINOI,100,DOBBINS,-0.06,,0.472,-43.65433,135,22,0.724,19
73,7691,21,ILLINOI,100,RAINEY,-0.579,S,0.527,-2.06289,37,1,0.946,20
73,5932,21,ILLINOI,100,MAJOR,-0.278,,0.407,-10.07466,54,6,0.83,21
73,8252,21,ILLINOI,100,SCHAEFER,-0.15,,0.196,-44.67931,126,21,0.701,22
73,252,21,ILLINOI,100,ARNOLD,-0.089,,0.555,-43.30804,133,19,0.722,23
73,7218,21,ILLINOI,100,PARSONS,-0.135,,0.248,-46.41024,134,23,0.707,24
73,5134,21,ILLINOI,100,KELLER,-0.116,,0.19,-53.81779,132,23,0.665,25
73,6878,21,ILLINOI,100,NESBIT,-0.164,,-0.285,-50.81842,120,26,0.655,99
73,1004,21,ILLINOI,100,BRENNAN,-0.368,,-0.019,-21.157,99,7,0.808,99
73,8275,22,INDIANA,100,SCHULTE,-0.283,,-0.541,-34.3971,121,13,0.753,1
73,2790,22,INDIANA,100,DURGAN,-0.158,,-0.149,-49.32031,128,24,0.68,2
73,7376,22,INDIANA,100,PETTENGILL,-0.054,,0.098,-67.94724,117,36,0.559,3
73,3060,22,INDIANA,100,FARLEY,-0.215,,0.094,-39.54303,129,15,0.736,4
73,3841,22,INDIANA,100,GRISWOLD,-0.057,,0.047,-53.16332,120,24,0.642,5
73,4908,22,INDIANA,100,JENCKES,-0.332,,-0.514,-27.0056,121,11,0.8,6
73,3801,22,INDIANA,100,GREENWOOD,-0.264,W,0.483,-18.56824,113,9,0.848,7
73,820,22,INDIANA,100,BOEHNE,-0.172,,0.065,-49.25726,117,19,0.656,8
73,2207,22,INDIANA,100,CROWE,-0.343,,0.542,-15.3917,119,8,0.879,9
73,3764,22,INDIANA,100,GRAY,-0.029,,0.204,-59.77275,126,34,0.622,10
73,5479,22,INDIANA,100,LARRABEE,-0.308,,-0.029,-24.88424,132,10,0.828,11
73,5831,22,INDIANA,100,LUDLOW,0.068,,0.589,-62.2567,123,31,0.603,12
73,2884,31,IOWA,100,EICHER,-0.138,,0.056,-54.99556,133,32,0.661,1
73,4873,31,IOWA,100,JACOBSEN,-0.161,,0.205,-37.86048,133,16,0.752,2
73,10130,31,IOWA,100,WILLFORD,-0.566,,-0.096,-15.30235,125,4,0.885,3
73,700,31,IOWA,100,BIERMANN,-0.074,,0.497,-48.54647,127,22,0.682,4
73,9372,31,IOWA,200,THURSTON,0.306,,0.39,-36.02148,87,14,0.661,5
73,2701,31,IOWA,200,DOWELL,0.287,,0.363,-43.65834,121,18,0.697,6
73,9890,31,IOWA,100,WEARIN,-0.083,,0.185,-55.5763,130,27,0.652,7
73,3580,31,IOWA,200,GILCHRIST,0.255,,0.499,-58.1368,135,27,0.65,8
73,3603,31,IOWA,100,GILLETTE,-0.019,,0.355,-57.20662,124,32,0.63,9
73,5422,32,KANSAS,200,LAMBERTSON,0.433,,0.738,-42.43325,127,19,0.716,1
73,3885,32,KANSAS,200,GUYER,0.373,,0.287,-36.26062,124,14,0.746,2
73,6265,32,KANSAS,200,MC GUGIN,0.437,,0.637,-57.72519,131,33,0.644,3
73,1526,32,KANSAS,100,CARPENTER R,0.095,,0.62,-71.67286,137,40,0.593,4
73,309,32,KANSAS,100,AYRES,-0.063,,0.649,-37.29749,124,16,0.74,5
73,7068,32,KANSAS,100,MC CARTHY,-0.07,,0.376,-53.16452,132,27,0.668,6
73,4562,32,KANSAS,200,HOPE,0.359,,0.306,-41.85304,136,20,0.735,7
73,3810,51,KENTUCK,100,GREGORY,-0.32,,0.854,-16.04844,135,8,0.888,98
73,6100,51,KENTUCK,100,MAY,0.012,,0.761,-46.73073,131,20,0.7,98
73,8778,51,KENTUCK,100,SPENCE,-0.313,,0.384,-14.98231,132,3,0.893,98
73,1124,51,KENTUCK,100,BROWN  J.Y.,-0.092,,0.39,-47.82579,129,25,0.69,98
73,1659,51,KENTUCK,100,CHAPMAN,-0.185,,0.503,-19.92507,122,8,0.849,98
73,9678,51,KENTUCK,100,VINSON  F.M,-0.135,,0.4,-31.4617,129,11,0.784,98
73,3990,51,KENTUCK,100,HAMILTON,-0.213,,0.244,-15.98918,87,6,0.832,98
73,1563,51,KENTUCK,100,CARY,-0.246,,0.746,-14.49911,118,4,0.884,98
73,1499,51,KENTUCK,100,CARDEN,-0.377,,0.691,-15.62396,134,7,0.89,98
73,3115,45,LOUISIA,100,FERNANDEZ,-0.17,,-0.029,-34.77427,99,15,0.704,1
73,5947,45,LOUISIA,100,MALONEY P.,-0.184,,0.016,-35.19537,124,17,0.753,2
73,6599,45,LOUISIA,100,MONTET,-0.062,,0.587,-38.46125,124,15,0.733,3
73,8205,45,LOUISIA,100,SANDLIN,-0.288,,0.958,-18.85151,135,7,0.87,4
73,10247,45,LOUISIA,100,WILSON,-0.275,,0.786,-19.77119,126,8,0.855,5
73,5161,45,LOUISIA,100,KEMP,-0.375,,0.185,-4.15306,45,1,0.912,6
73,8198,45,LOUISIA,100,SANDERS J.,-0.41,,0.912,-1.69908,38,0,0.956,6
73,2522,45,LOUISIA,100,DEROUEN,-0.189,,0.516,-19.86151,117,8,0.844,7
73,2450,45,LOUISIA,100,DEAR,-0.142,,0.407,-34.25449,127,15,0.764,8
73,577,2,MAINE,200,BEEDY,0.352,,-0.054,-36.73889,117,17,0.731,1
73,6663,2,MAINE,100,MORAN,-0.043,,0.415,-57.50972,129,27,0.64,2
73,9581,2,MAINE,100,UTTERBACK,-0.123,,0.144,-48.57217,110,19,0.643,3
73,3656,52,MARYLAN,100,GOLDSBOROUG,-0.168,,0.446,-28.2617,114,12,0.78,1
73,1930,52,MARYLAN,100,COLE,-0.356,,0.073,-23.18786,125,12,0.831,2
73,7183,52,MARYLAN,100,PALMISANO,-0.315,,-0.056,-21.53019,112,8,0.825,3
73,5175,52,MARYLAN,100,KENNEDY A.,-0.454,,-0.015,-10.66911,92,4,0.891,4
73,3449,52,MARYLAN,100,GAMBRILL,-0.252,,0.112,-18.23717,91,6,0.818,5
73,5634,52,MARYLAN,100,LEWIS  D.,-0.438,,-0.291,-24.50503,78,9,0.73,6
73,9460,3,MASSACH,200,TREADWAY,0.41,,-0.232,-29.84948,120,10,0.78,1
73,3746,3,MASSACH,100,GRANFIELD,-0.26,,-0.683,-36.97534,131,16,0.754,2
73,3296,3,MASSACH,200,FOSS,0.251,,-0.967,-19.69164,126,8,0.855,3
73,4538,3,MASSACH,200,HOLMES,0.249,,-0.929,-15.76108,135,7,0.89,4
73,8024,3,MASSACH,200,ROGERS  E.N,0.437,,-0.653,-17.07411,136,4,0.882,5
73,189,3,MASSACH,200,ANDREW,0.349,,-0.315,-39.83309,116,19,0.709,6
73,1996,3,MASSACH,100,CONNERY,-0.17,,-0.777,-59.94663,131,28,0.633,7
73,4261,3,MASSACH,100,HEALEY,-0.314,,-0.949,-37.9205,120,19,0.729,8
73,5828,3,MASSACH,200,LUCE,0.405,,0.176,-66.57906,131,28,0.602,9
73,9395,3,MASSACH,200,TINKHAM,0.34,,-0.102,-59.29742,122,26,0.615,10
73,2694,3,MASSACH,100,DOUGLASS,-0.336,,-0.939,-24.81018,91,10,0.761,11
73,6177,3,MASSACH,100,MC CORMACK,-0.319,,-0.913,-35.24743,133,15,0.767,12
73,10095,3,MASSACH,200,WIGGLESWORT,0.489,,-0.872,-13.07757,135,2,0.908,13
73,6033,3,MASSACH,200,MARTIN J.W.,0.389,,-0.436,-24.41681,134,8,0.833,14
73,3569,3,MASSACH,200,GIFFORD,0.299,,-0.161,-22.69459,77,10,0.745,15
73,8172,23,MICHIGA,100,SADOWSKI,-0.225,,-0.521,-35.08617,105,15,0.716,1
73,5593,23,MICHIGA,100,LEHR,-0.008,,0.296,-56.33216,130,29,0.648,2
73,4558,23,MICHIGA,200,HOOPER,0.31,,-0.185,-14.29811,68,5,0.81,3
73,3319,23,MICHIGA,100,FOULKES,-0.14,,-0.062,-31.769,77,13,0.662,4
73,5972,23,MICHIGA,200,MAPES,0.361,,0.112,-38.51085,135,20,0.752,5
73,1388,23,MICHIGA,100,CADY,-0.071,,0.323,-58.16302,125,26,0.628,6
73,10303,23,MICHIGA,200,WOLCOTT,0.236,,-0.443,-30.18479,137,10,0.802,7
73,4147,23,MICHIGA,100,HART,-0.114,,0.236,-44.04182,100,23,0.644,8
73,6832,23,MICHIGA,100,MUSSELWHITE,-0.12,,-0.002,-49.95846,127,28,0.675,9
73,10348,23,MICHIGA,200,WOODRUFF,0.219,,0.011,-35.99704,118,14,0.737,10
73,1131,23,MICHIGA,100,BROWN  P.M.,-0.091,,0.138,-49.76846,116,18,0.651,11
73,4887,23,MICHIGA,200,JAMES,0.17,,0.048,-41.22322,109,14,0.685,12
73,6344,23,MICHIGA,200,MC LEOD,0.187,,-0.363,-34.06198,113,15,0.74,13
73,9918,23,MICHIGA,100,WEIDEMAN,-0.091,,-0.18,-61.96885,119,34,0.594,14
73,2604,23,MICHIGA,100,DINGELL,-0.252,,-0.548,-41.51317,114,18,0.695,15
73,5616,23,MICHIGA,100,LESINSKI,-0.166,,-0.214,-43.55007,103,23,0.655,16
73,2653,23,MICHIGA,200,DONDERO,0.218,,-0.224,-42.2011,132,18,0.726,17
73,8481,33,MINNESO,537,SHOEMAKER,0.173,,0.252,-45.72932,81,21,0.569,98
73,227,33,MINNESO,537,ARENS,0.157,,0.368,-72.06174,131,40,0.577,98
73,4509,33,MINNESO,100,HOIDALE,-0.283,,0.075,-21.13858,110,9,0.825,98
73,5352,33,MINNESO,200,KNUTSON,0.25,,-0.058,-37.15767,127,13,0.746,98
73,5839,33,MINNESO,537,LUNDEEN,0.093,,0.017,-83.81911,132,41,0.53,98
73,1671,33,MINNESO,200,CHASE,0.328,,0.295,-37.50495,113,18,0.718,98
73,1715,33,MINNESO,200,CHRISTIANSO,0.347,,0.704,-59.72239,132,30,0.636,98
73,4980,33,MINNESO,537,JOHNSON  M.,0.149,,0.414,-69.85601,134,38,0.594,98
73,5384,33,MINNESO,537,KVALE,0.128,,0.156,-52.94521,103,23,0.598,98
73,7731,46,MISSISS,100,RANKIN,0.032,,0.911,-46.77449,131,23,0.7,1
73,2712,46,MISSISS,100,DOXEY,-0.184,,0.983,-23.63059,122,10,0.824,2
73,10077,46,MISSISS,100,WHITTINGTON,-0.078,,0.997,-34.84594,136,13,0.774,3
73,1326,46,MISSISS,100,BUSBY,0.103,,0.995,-49.36823,115,27,0.651,4
73,1949,46,MISSISS,100,COLLINS R.A,0.023,,1,-26.63341,97,11,0.76,5
73,1952,46,MISSISS,100,COLMER,-0.043,,0.998,-30.16006,134,13,0.798,6
73,2940,46,MISSISS,100,ELLZEY,-0.043,,0.999,-36.98128,134,21,0.759,7
73,5820,34,MISSOUR,100,LOZIER,-0.236,,0.454,-24.91288,131,12,0.827,98
73,8047,34,MISSOUR,100,ROMJUE,-0.327,,0.945,-13.3851,114,6,0.889,98
73,8105,34,MISSOUR,100,RUFFIN,-0.043,,0.88,-36.09872,133,18,0.762,98
73,1882,34,MISSOUR,100,COCHRAN J.J,-0.172,,0.217,-47.5348,137,21,0.707,98
73,2568,34,MISSOUR,100,DICKINSON,-0.488,,0.873,-14.36723,131,7,0.896,98
73,8400,34,MISSOUR,100,SHANNON,-0.044,,0.123,-39.82343,87,20,0.633,98
73,10332,34,MISSOUR,100,WOOD  R.T.,-0.08,,-0.068,-52.95927,112,23,0.623,98
73,10139,34,MISSOUR,100,WILLIAMS,-0.293,,0.712,-18.39207,117,10,0.855,98
73,1479,34,MISSOUR,100,CANNON,-0.019,,0.719,-46.36893,129,24,0.698,98
73,1735,34,MISSOUR,100,CLAIBORNE,-0.011,,0.125,-68.85594,87,33,0.453,98
73,6520,34,MISSOUR,100,MILLIGAN,-0.102,,0.663,-32.45567,119,8,0.761,98
73,2761,34,MISSOUR,100,DUNCAN,-0.476,,0.443,-15.00228,126,5,0.888,98
73,5556,34,MISSOUR,100,LEE,-0.085,,0.641,-30.02661,110,14,0.761,98
73,6587,64,MONTANA,100,MONAGHAN,-0.065,,-0.154,-61.11786,122,30,0.606,1
73,307,64,MONTANA,100,AYERS,-0.021,,0.207,-59.65179,123,36,0.616,2
73,6668,35,NEBRASK,100,MOREHEAD,0.163,,0.966,-60.54483,137,35,0.643,1
73,1263,35,NEBRASK,100,BURKE  E.R.,0.018,,0.461,-70.94688,130,41,0.579,2
73,4624,35,NEBRASK,100,HOWARD,0.035,,0.448,-55.61222,124,28,0.639,3
73,8395,35,NEBRASK,100,SHALLENBERG,-0.092,,0.721,-42.64674,130,16,0.72,4
73,1525,35,NEBRASK,100,CARPENTER T,-0.018,,0.396,-49.9753,100,24,0.607,5
73,8320,65,NEVADA,100,SCRUGHAM,-0.171,,-0.214,-56.42466,111,24,0.601,1
73,8039,4,NEW HAM,100,ROGERS  W.N,-0.287,,-0.253,-28.25724,115,11,0.782,1
73,9401,4,NEW HAM,200,TOBEY,0.266,,0.055,-49.57407,130,21,0.683,2
73,10314,12,NEW JER,200,WOLVERTON,0.176,,-0.2,-41.6177,134,18,0.733,1
73,318,12,NEW JER,200,BACHARACH,0.315,,-0.607,-28.41048,118,10,0.786,2
73,9098,12,NEW JER,100,SUTPHIN,-0.278,,-0.678,-44.53919,120,19,0.69,3
73,7578,12,NEW JER,200,POWERS,0.292,,-0.763,-16.59907,135,6,0.884,4
73,2827,12,NEW JER,200,EATON,0.258,,-0.658,-27.26777,119,14,0.795,5
73,6333,12,NEW JER,200,MC LEAN,0.307,,-0.347,-24.97044,120,7,0.812,6
73,7350,12,NEW JER,200,PERKINS,0.281,,-0.066,-45.51099,107,19,0.654,7
73,8350,12,NEW JER,200,SEGER,0.249,,-0.969,-14.7845,126,5,0.889,8
73,5189,12,NEW JER,100,KENNEY,-0.265,,-0.453,-45.71773,133,19,0.709,9
73,4155,12,NEW JER,200,HARTLEY,0.262,,-0.7,-21.56185,114,10,0.828,10
73,1609,12,NEW JER,200,CAVICCHIA,0.254,,-0.959,-26.21342,114,10,0.795,11
73,5589,12,NEW JER,200,LEHLBACH,0.328,,-0.669,-18.12848,120,6,0.86,12
73,6972,12,NEW JER,100,NORTON,-0.683,,-0.73,-11.64195,78,3,0.861,13
73,292,12,NEW JER,100,AUF DER HEI,-0.54,,-0.708,-10.2383,80,2,0.88,14
73,1678,66,NEW MEX,100,CHAVEZ,-0.282,,-0.36,-32.39022,112,12,0.749,1
73,327,13,NEW YOR,200,BACON,0.436,,-0.9,-12.24074,110,3,0.895,1
73,1166,13,NEW YOR,100,BRUNNER,-0.457,,-0.802,-34.72475,130,13,0.766,2
73,5677,13,NEW YOR,100,LINDSAY,-0.49,,-0.757,-16.12361,117,4,0.871,3
73,2236,13,NEW YOR,100,CULLEN,-0.453,,-0.891,-25.71197,134,7,0.825,4
73,749,13,NEW YOR,100,BLACK,-0.362,,-0.932,-47.65482,119,23,0.67,5
73,8739,13,NEW YOR,100,SOMERS,-0.383,,-0.924,-31.89733,117,11,0.761,6
73,2477,13,NEW YOR,100,DELANEY,-0.531,,-0.848,-21.77343,131,5,0.847,7
73,1506,13,NEW YOR,100,CARLEY,-0.533,,-0.842,-10.35304,74,2,0.869,8
73,8104,13,NEW YOR,100,RUDD,-0.522,,-0.834,-18.83337,129,4,0.864,9
73,1611,13,NEW YOR,100,CELLER,-0.571,,-0.564,-22.57766,111,7,0.816,10
73,7585,13,NEW YOR,100,PRALL,-0.665,,-0.543,-19.6456,116,8,0.844,11
73,2585,13,NEW YOR,100,DICKSTEIN,-0.509,,-0.364,-13.54881,100,5,0.873,12
73,9066,13,NEW YOR,100,SULLIVAN,-0.541,,-0.697,-13.82163,107,3,0.879,13
73,8548,13,NEW YOR,100,SIROVICH,-0.431,,-0.851,-23.32421,116,6,0.818,14
73,938,13,NEW YOR,100,BOYLAN,-0.568,,-0.323,-13.42279,126,3,0.899,15
73,7018,13,NEW YOR,100,O'CONNOR,-0.415,,-0.246,-30.50349,134,9,0.796,16
73,7386,13,NEW YOR,100,PEYSER,-0.655,,-0.756,-44.33504,133,17,0.717,17
73,5183,13,NEW YOR,100,KENNEDY M.,-0.219,,-0.616,-42.87379,100,19,0.651,18
73,802,13,NEW YOR,100,BLOOM,-0.501,,-0.684,-20.8275,130,8,0.852,19
73,5472,13,NEW YOR,100,LANZETTA,-0.375,,-0.927,-32.14135,118,13,0.762,20
73,3509,13,NEW YOR,100,GAVAGAN,-0.399,,-0.86,-37.21487,117,18,0.728,21
73,3817,13,NEW YOR,100,GRIFFIN,-0.211,,-0.17,-53.0487,108,24,0.612,22
73,7059,13,NEW YOR,100,OLIVER  F.,-0.522,,-0.192,-24.90292,127,8,0.822,23
73,3193,13,NEW YOR,100,FITZPATRICK,-0.495,,-0.623,-18.6684,133,4,0.869,24
73,6469,13,NEW YOR,200,MILLARD,0.371,,-0.166,-40.29702,130,14,0.733,25
73,3162,13,NEW YOR,200,FISH,0.332,,-0.588,-16.08517,111,9,0.865,26
73,3687,13,NEW YOR,200,GOODWIN,0.391,,-0.081,-42.91133,128,17,0.715,27
73,2074,13,NEW YOR,100,CORNING,-0.677,,-0.736,-36.49974,104,16,0.704,28
73,7196,13,NEW YOR,200,PARKER  J.S,0.32,,-0.416,-18.86893,59,4,0.726,29
73,9311,13,NEW YOR,200,THOMAS,0.442,,0.123,-20.38226,66,12,0.734,29
73,2215,13,NEW YOR,200,CROWTHER,0.302,,-0.26,-36.40845,119,17,0.736,30
73,8721,13,NEW YOR,200,SNELL,0.542,L,-0.221,-25.05677,124,8,0.817,31
73,2234,13,NEW YOR,200,CULKIN,0.341,,0.132,-48.99455,129,20,0.684,32
73,8550,13,NEW YOR,100,SISSON,-0.707,,-0.379,-18.8377,114,7,0.848,33
73,1795,13,NEW YOR,200,CLARKE  J.D,0.377,,-0.276,-8.50621,49,4,0.841,34
73,1797,13,NEW YOR,200,CLARKE  M.W,0.501,,-0.692,-10.45059,72,4,0.865,34
73,4024,13,NEW YOR,200,HANCOCK  C.,0.404,,-0.342,-31.78868,135,8,0.79,35
73,9144,13,NEW YOR,200,TABER,0.675,,0.188,-35.29405,132,15,0.765,36
73,8827,13,NEW YOR,200,STALKER,0.566,,0.118,-18.34542,98,7,0.829,37
73,10068,13,NEW YOR,200,WHITLEY,0.268,,-0.694,-23.00305,132,11,0.84,38
73,9705,13,NEW YOR,200,WADSWORTH,0.372,,-0.355,-29.75873,103,10,0.749,39
73,200,13,NEW YOR,200,ANDREWS,0.288,,-0.094,-44.25848,109,19,0.666,40
73,587,13,NEW YOR,100,BEITER,-0.327,,-0.512,-28.84288,127,14,0.797,41
73,6394,13,NEW YOR,100,MEAD,-0.311,,-0.596,-31.75976,127,13,0.779,42
73,7781,13,NEW YOR,200,REED,0.392,,-0.161,-31.8538,107,10,0.743,43
73,3189,13,NEW YOR,100,FITZGIBBONS,-0.359,,-0.872,-22.90381,103,10,0.801,99
73,9058,13,NEW YOR,100,STUDLEY,-0.339,,-0.941,-39.17712,117,16,0.715,99
73,9844,47,NORTH C,100,WARREN,-0.252,,0.641,-18.47501,127,9,0.865,1
73,5208,47,NORTH C,100,KERR,-0.346,,0.252,-17.77246,109,7,0.85,2
