"cong","icpsr","statecode","state","name","ideo","role","x2","leader","party","last_ideo","cong_ideo_mean","party_del","last_cong_ideo_mean","ideo_dif"
57,5717,44,"GEORGIA","LIVINGSTON",-0.342,"",-0.128,"N","D",-0.356,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0686190476190476
57,485,44,"GEORGIA","BARTLETT",-0.54,"",0.01,"N","D",-0.684,-0.410619047619048,0.0295381850853549,-0.440157232704402,0.129380952380952
57,5901,44,"GEORGIA","MADDOX  J.",-0.568,"",-0.127,"N","D",-0.923,-0.410619047619048,0.0295381850853549,-0.440157232704402,0.157380952380952
57,4635,44,"GEORGIA","HOWARD  W.",-0.397,"",-0.233,"N","D",-0.501,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0136190476190476
57,9184,44,"GEORGIA","TATE  F.C.",-0.376,"",0.624,"N","D",-0.29,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0346190476190476
57,3214,44,"GEORGIA","FLEMING  W.",-0.407,"",-0.317,"N","D",-0.267,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.00361904761904763
57,979,44,"GEORGIA","BRANTLEY",-0.519,"",-0.353,"N","D",-0.477,-0.410619047619048,0.0295381850853549,-0.440157232704402,0.108380952380952
57,3091,21,"ILLINOI","FEELY  J.J.",-0.348,"",-0.49,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0626190476190476
57,3305,21,"ILLINOI","FOSTER  G.",-0.247,"",-0.581,"N","D",-0.339,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.163619047619048
57,6122,21,"ILLINOI","MCANDREWS",-0.376,"",-0.486,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0346190476190476
57,5928,21,"ILLINOI","MAHONEY  W.",-0.336,"",-0.43,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0746190476190476
57,6457,21,"ILLINOI","MICKEY  J.",-0.295,"",-0.233,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.115619047619048
57,8352,21,"ILLINOI","SELBY  T.J.",-0.437,"",0.834,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,0.0263809523809524
57,1403,21,"ILLINOI","CALDWELL",-0.285,"",0.605,"N","D",-0.34,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.125619047619048
57,4929,21,"ILLINOI","JETT  T.M.",-0.187,"",0.003,"N","D",-0.377,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.223619047619048
57,2210,21,"ILLINOI","CROWLEY  J.",-0.26,"",0.171,"N","D",-0.325,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.150619047619048
57,10153,21,"ILLINOI","WILLIAMS",-0.258,"",0.411,"N","D",-0.378,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.152619047619048
57,5200,21,"ILLINOI","KERN  F.J.",-0.368,"",0.378,"N","D",NA,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0426190476190476
57,6463,22,"INDIANA","MIERS  R.W.",-0.354,"",0.466,"N","D",-0.234,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0566190476190476
57,10465,22,"INDIANA","ZENOR  W.T.",-0.369,"",0.606,"N","D",-0.429,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.0416190476190476
57,3827,22,"INDIANA","GRIFFITH",-0.297,"",0.23,"N","D",-0.333,-0.410619047619048,0.0295381850853549,-0.440157232704402,-0.113619047619048
