"cong","icpsr","statecode","state","name","ideo","role","x2","leader","party","last_ideo","cong_ideo_mean","party_del","last_cong_ideo_mean","ideo_dif"
56,9638,24,"OHIO","VANVOORHIS",0.541,"",0.22,"N","R",NA,0.459685863874346,NA,NA,-0.0813141361256545
56,3588,24,"OHIO","GILL",0.31,"",0.633,"N","R",NA,0.459685863874346,NA,NA,0.149685863874346
56,9195,24,"OHIO","TAYLER",0.513,"",-0.04,"N","R",NA,0.459685863874346,NA,NA,-0.0533141361256544
56,2555,24,"OHIO","DICK",0.518,"",-0.112,"N","R",NA,0.459685863874346,NA,NA,-0.0583141361256544
56,7412,24,"OHIO","PHILLIPS",0.241,"",0.324,"N","R",NA,0.459685863874346,NA,NA,0.218685863874346
56,1322,24,"OHIO","BURTON",0.711,"",0.704,"N","R",NA,0.459685863874346,NA,NA,-0.251314136125654
56,9420,72,"OREGON","TONGUE",0.346,"",0.933,"N","R",NA,0.459685863874346,NA,NA,0.113685863874346
56,6616,72,"OREGON","MOODY  M.A.",0.35,"",-0.002,"N","R",NA,0.459685863874346,NA,NA,0.109685863874346
56,715,14,"PENNSYL","BINGHAM",0.69,"",0.362,"N","R",NA,0.459685863874346,NA,NA,-0.230314136125654
56,36,14,"PENNSYL","ADAMS",0.724,"",-0.69,"N","R",NA,0.459685863874346,NA,NA,-0.264314136125654
56,10444,14,"PENNSYL","YOUNG  J.R.",0.428,"",-0.749,"N","R",NA,0.459685863874346,NA,NA,0.0316858638743456
56,6692,14,"PENNSYL","MORRELL",0.346,"",-0.737,"N","R",NA,0.459685863874346,NA,NA,0.113685863874346
56,1352,14,"PENNSYL","BUTLER",0.384,"",-0.561,"N","R",NA,0.459685863874346,NA,NA,0.0756858638743456
56,9803,14,"PENNSYL","WANGER",0.555,"",-0.545,"N","R",NA,0.459685863874346,NA,NA,-0.0953141361256545
56,1089,14,"PENNSYL","BROSIUS",0.429,"",-0.25,"N","R",NA,0.459685863874346,NA,NA,0.0306858638743456
56,1989,14,"PENNSYL","CONNELL",0.454,"",-0.482,"N","R",NA,0.459685863874346,NA,NA,0.00568586387434555
56,7066,14,"PENNSYL","OLMSTED",0.428,"",-0.262,"N","R",NA,0.459685863874346,NA,NA,0.0316858638743456
56,10384,14,"PENNSYL","WRIGHT",0.503,"",-0.431,"N","R",NA,0.459685863874346,NA,NA,-0.0433141361256544
56,7146,14,"PENNSYL","PACKER",0.311,"",0.175,"N","R",NA,0.459685863874346,NA,NA,0.148685863874346
56,5925,14,"PENNSYL","MAHON",0.449,"",-0.493,"N","R",NA,0.459685863874346,NA,NA,0.0106858638743456
56,9365,14,"PENNSYL","THROPP",0.287,"",0.103,"N","R",NA,0.459685863874346,NA,NA,0.172685863874346
56,4839,14,"PENNSYL","JACK",0.231,"",0.031,"N","R",NA,0.459685863874346,NA,NA,0.228685863874346
56,2310,14,"PENNSYL","DALZELL",0.667,"",-0.055,"N","R",NA,0.459685863874346,NA,NA,-0.207314136125654
56,3740,14,"PENNSYL","GRAHAM",0.447,"",-0.691,"N","R",NA,0.459685863874346,NA,NA,0.0126858638743456
56,14,14,"PENNSYL","ACHESON",0.437,"",-0.899,"N","R",NA,0.459685863874346,NA,NA,0.0226858638743456
56,8491,14,"PENNSYL","SHOWALTER",0.362,"",-0.387,"N","R",NA,0.459685863874346,NA,NA,0.0976858638743456
56,3863,14,"PENNSYL","GROW",0.34,"",-0.128,"N","R",NA,0.459685863874346,NA,NA,0.119685863874346
56,2359,14,"PENNSYL","DAVENPORT",0.354,"",-0.381,"N","R",NA,0.459685863874346,NA,NA,0.105685863874346
56,1227,5,"RHODE I","BULL",0.493,"",-0.401,"N","R",NA,0.459685863874346,NA,NA,-0.0333141361256544
56,1495,5,"RHODE I","CAPRON",0.656,"",-0.435,"N","R",NA,0.459685863874346,NA,NA,-0.196314136125654
56,1261,37,"SOUTH D","BURKE  C.H.",0.471,"",0.289,"N","R",NA,0.459685863874346,NA,NA,-0.0113141361256544
56,3447,37,"SOUTH D","GAMBLE",0.468,"",0.261,"N","R",NA,0.459685863874346,NA,NA,-0.00831413612565446
56,1150,54,"TENNESS","BROWNLOW",0.4,"",-0.324,"N","R",NA,0.459685863874346,NA,NA,0.0596858638743455
56,3561,54,"TENNESS","GIBSON",0.263,"",-0.303,"N","R",NA,0.459685863874346,NA,NA,0.196685863874346
56,4221,49,"TEXAS","HAWLEY",0.308,"",-0.853,"N","R",NA,0.459685863874346,NA,NA,0.151685863874346
56,7580,6,"VERMONT","POWERS",0.308,"",-0.29,"N","R",NA,0.459685863874346,NA,NA,0.151685863874346
56,3858,6,"VERMONT","GROUT",0.537,"",0.843,"N","R",NA,0.459685863874346,NA,NA,-0.0773141361256545
56,10290,40,"VIRGINI","WISE",0.479,"",-0.217,"N","R",NA,0.459685863874346,NA,NA,-0.0193141361256544
56,2279,73,"WASHING","CUSHMAN",0.327,"",0.945,"N","R",NA,0.459685863874346,NA,NA,0.132685863874346
56,5065,73,"WASHING","JONES  W.L.",0.357,"",0.934,"N","R",NA,0.459685863874346,NA,NA,0.102685863874346
56,2696,56,"WEST VI","DOVENER",0.373,"",0.296,"N","R",NA,0.459685863874346,NA,NA,0.0866858638743456
56,2438,56,"WEST VI","DAYTON",0.726,"",0.659,"N","R",NA,0.459685863874346,NA,NA,-0.266314136125654
56,3360,56,"WEST VI","FREER",0.527,"",0.452,"N","R",NA,0.459685863874346,NA,NA,-0.0673141361256545
56,2047,25,"WISCONS","COOPER  H.A",0.294,"",0.339,"N","R",NA,0.459685863874346,NA,NA,0.165685863874346
56,2299,25,"WISCONS","DAHLE",0.419,"",0.011,"N","R",NA,0.459685863874346,NA,NA,0.0406858638743456
56,314,25,"WISCONS","BABCOCK",0.518,"",-0.06,"N","R",NA,0.459685863874346,NA,NA,-0.0583141361256544
56,7113,25,"WISCONS","OTJEN",0.363,"",0.139,"N","R",NA,0.459685863874346,NA,NA,0.0966858638743456
56,452,25,"WISCONS","BARNEY",0.391,"",0.711,"N","R",NA,0.459685863874346,NA,NA,0.0686858638743456
56,2366,25,"WISCONS","DAVIDSON",0.466,"",0.045,"N","R",NA,0.459685863874346,NA,NA,-0.00631413612565446
56,2988,25,"WISCONS","ESCH",0.309,"",-0.148,"N","R",NA,0.459685863874346,NA,NA,0.150685863874346
56,6547,25,"WISCONS","MINOR",0.299,"",0.262,"N","R",NA,0.459685863874346,NA,NA,0.160685863874346
56,8926,25,"WISCONS","STEWART  A.",0.54,"",-0.226,"N","R",NA,0.459685863874346,NA,NA,-0.0803141361256545
56,4913,25,"WISCONS","JENKINS",0.664,"",-0.748,"N","R",NA,0.459685863874346,NA,NA,-0.204314136125654
56,6590,68,"WYOMING","MONDELL",0.297,"",0.531,"N","R",NA,0.459685863874346,NA,NA,0.162685863874346
57,2036,71,"CALIFOR","COOMRS  F.",0.351,"",0.39,"N","R",NA,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0978910891089109
57,10356,71,"CALIFOR","WOODS  S.D.",0.387,"",0.859,"N","R",0.36,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0618910891089109
57,6443,71,"CALIFOR","METCALF  V.",0.563,"",0.563,"N","R",0.404,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.114108910891089
57,5090,71,"CALIFOR","KAHN  J.",0.268,"",-0.525,"N","R",0.396,0.448891089108911,-0.0107947747654347,0.459685863874346,0.180891089108911
57,5784,71,"CALIFOR","LOUD  E.F.",0.33,"",0.944,"N","R",0.41,0.448891089108911,-0.0107947747654347,0.459685863874346,0.118891089108911
57,6320,71,"CALIFOR","MCLACHLAN",0.364,"",0.127,"N","R",NA,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0848910891089109
57,6854,71,"CALIFOR","NEEDHAM  J.",0.405,"",0.914,"N","R",0.287,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0438910891089109
57,4331,1,"CONNECT","HENRY  E.S.",0.378,"",0.218,"N","R",0.624,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0708910891089109
57,8793,1,"CONNECT","SPERRY  N.",0.63,"",-0.265,"N","R",0.6,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.181108910891089
57,8124,1,"CONNECT","RUSSELL  C.",0.533,"",-0.276,"N","R",0.544,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.0841089108910891
57,978,1,"CONNECT","BRANDEGEE",0.442,"",-0.897,"N","R",NA,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0068910891089109
57,4409,1,"CONNECT","HILL  E.",0.484,"",-0.12,"N","R",0.693,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.0351089108910891
57,395,11,"DELAWAR","BALL  L.H.",0.364,"",-0.29,"N","R",NA,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0848910891089109
57,5959,21,"ILLINOI","MANN  J.R.",0.893,"",0.451,"N","R",0.192,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.444108910891089
57,887,21,"ILLINOI","BOUTELL  H.",0.44,"",-0.898,"N","R",0.286,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0088910891089109
57,3297,21,"ILLINOI","FOSS  G.E.",0.577,"",0.093,"N","R",0.508,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.128108910891089
57,4564,21,"ILLINOI","HOPKINS  A.",0.32,"",-0.606,"N","R",0.467,0.448891089108911,-0.0107947747654347,0.459685863874346,0.128891089108911
57,4458,21,"ILLINOI","HITT  R.R.",0.441,"",0.434,"N","R",0.684,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0078910891089109
57,7624,21,"ILLINOI","PRINCE  G.",0.314,"",0.466,"N","R",0.306,0.448891089108911,-0.0107947747654347,0.459685863874346,0.134891089108911
57,7805,21,"ILLINOI","REEVES  W.",0.44,"",0.137,"N","R",0.513,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0088910891089109
57,1483,21,"ILLINOI","CANNON  J.",0.79,"",0.613,"N","R",0.82,0.448891089108911,-0.0107947747654347,0.459685863874346,-0.341108910891089
57,9836,21,"ILLINOI","WARNER  V.",0.426,"",0.694,"N","R",0.274,0.448891089108911,-0.0107947747654347,0.459685863874346,0.0228910891089109
