cong,icpsr,statecode,district,state,party,name,ideo,x2,loglike,nvotes,classerrs,gmp,role,power,leader
88,1569,12,0,NEW JER,200,CASE,-0.084,-0.791,-95.28184,483,41,0.821,,,
88,165,66,0,NEW MEX,100,ANDERSON,-0.219,0.055,-114.25909,433,46,0.768,,,
88,10811,66,0,NEW MEX,200,MECHEM,0.558,-0.196,-107.50521,455,50,0.79,,,
88,4898,13,0,NEW YOR,200,JAVITS,-0.155,-0.988,-82.0516,495,34,0.847,,,
88,5116,13,0,NEW YOR,200,KEATING,-0.027,-0.962,-82.48071,505,34,0.849,,,
88,2987,47,0,NORTH C,100,ERVIN,0.03,0.787,-107.98087,479,46,0.798,,,
88,5073,47,0,NORTH C,100,JORDAN  B.,-0.008,0.794,-97.71315,493,38,0.82,,,
88,1252,36,0,NORTH D,100,BURDICK,-0.436,0.351,-103.92767,486,57,0.807,,,
88,10450,36,0,NORTH D,200,YOUNG  M.R.,0.122,0.027,-184.22858,445,96,0.661,,,
88,5500,24,0,OHIO,100,LAUSCHE,0.248,-0.286,-243.44073,458,118,0.588,,,
88,10454,24,0,OHIO,100,YOUNG,-0.215,-0.026,-214.09384,481,101,0.641,,,
88,6597,53,0,OKLAHOM,100,MONRONEY,-0.317,0.432,-144.09894,498,59,0.749,,,
88,10803,53,0,OKLAHOM,100,EDMONDSON,-0.159,0.23,-148.5117,452,57,0.72,,,
88,6738,72,0,OREGON,100,MORSE,-0.758,0.653,-216.13443,490,112,0.643,,,
88,6881,72,0,OREGON,100,NEUBERGER,-0.63,0.221,-109.8019,458,49,0.787,,,
88,8301,14,0,PENNSYL,200,SCOTT,0.091,-0.818,-119.57216,499,57,0.787,,,
88,1776,14,0,PENNSYL,100,CLARK,-0.67,0.043,-89.21539,476,36,0.829,,,
88,7229,5,0,RHODE I,100,PASTORE,-0.342,-0.013,-110.07912,501,51,0.803,,,
88,10818,5,0,RHODE I,100,PELL,-0.338,0.002,-149.33139,503,69,0.743,,,
88,99369,48,0,SOUTH C,100,THURMOND,0.633,0.774,-95.35432,492,41,0.824,,,
88,5009,48,0,SOUTH C,100,JOHNSTON,-0.213,0.977,-123.75404,489,58,0.776,,,
88,6256,37,0,SOUTH D,100,MCGOVERN,-0.576,0.319,-112.17939,498,53,0.798,,,
88,6796,37,0,SOUTH D,200,MUNDT,0.303,-0.197,-176.00829,487,85,0.697,,,
88,3704,54,0,TENNESS,100,GORE,-0.446,0.887,-211.93161,451,110,0.625,,,
88,5122,54,0,TENNESS,100,KEFAUVER,-0.665,0.575,-16.10526,91,7,0.838,,,
88,10825,54,0,TENNESS,100,WALTERS,-0.104,0.739,-86.86896,360,39,0.786,,,
88,10414,49,0,TEXAS,100,YARBOROUGH,-0.401,0.641,-132.95354,429,63,0.734,,,
88,10823,49,0,TEXAS,200,TOWER,0.588,-0.077,-104.22578,500,43,0.812,,,
88,645,67,0,UTAH,200,BENNETT,0.467,-0.401,-132.38127,498,53,0.767,,,
88,6754,67,0,UTAH,100,MOSS,-0.487,0.362,-109.25235,458,51,0.788,,,
88,52,6,0,VERMONT,200,AIKEN,0.136,-0.559,-150.69576,489,73,0.735,,,
88,7637,6,0,VERMONT,200,PROUTY,0.178,-0.595,-112.52288,480,54,0.791,,,
88,7958,40,0,VIRGINI,100,ROBERTSON,0.341,0.717,-116.98133,488,54,0.787,,,
88,1365,40,0,VIRGINI,100,BYRD  H.,0.404,0.672,-96.53604,450,46,0.807,,,
88,5913,73,0,WASHING,100,MAGNUSON,-0.315,0.283,-108.28268,481,50,0.798,,,
88,4851,73,0,WASHING,100,JACKSON,-0.198,0.018,-137.81963,499,72,0.759,,,
88,1366,56,0,WEST VI,100,BYRD  R.,-0.242,0.659,-144.74292,487,56,0.743,,,
88,7722,56,0,WEST VI,100,RANDOLPH,-0.351,0.169,-140.4371,504,71,0.757,,,
88,10816,25,0,WISCONS,100,NELSON,-0.55,-0.085,-114.95921,499,59,0.794,,,
88,7638,25,0,WISCONS,100,PROXMIRE,-0.09,-0.259,-303.06018,505,140,0.549,,,
88,10820,68,0,WYOMING,200,SIMPSON,0.625,-0.437,-99.14655,477,45,0.812,,,
88,6249,68,0,WYOMING,100,MCGEE,-0.375,0.278,-92.98907,475,38,0.822,,,
89,99903,99,0,USA,100,JOHNSON,-0.213,-0.11,-87.38796,254,32,0.709,,,
89,4418,41,0,ALABAMA,100,HILL,-0.046,0.665,-104.55949,402,44,0.771,,,
89,8764,41,0,ALABAMA,100,SPARKMAN,-0.089,0.668,-103.0603,340,50,0.739,,,
89,3864,81,0,ALASKA,100,GRUENING,-0.673,0.739,-146.02417,405,79,0.697,,,
89,486,81,0,ALASKA,100,BARTLETT,-0.486,0.599,-153.76578,424,80,0.696,,,
89,4227,61,0,ARIZONA,100,HAYDEN,-0.267,0.516,-67.77418,221,26,0.736,,,
89,10804,61,0,ARIZONA,200,FANNIN,0.438,-0.258,-104.39433,437,49,0.788,,,
89,3388,42,0,ARKANSA,100,FULBRIGHT,-0.377,0.926,-172.35037,363,88,0.622,,,
89,6151,42,0,ARKANSA,100,MCCLELLAN,0.091,0.726,-101.27811,390,50,0.771,,,
89,5372,71,0,CALIFOR,200,KUCHEL,0.101,-0.595,-149.08601,417,73,0.699,W,,
89,10814,71,0,CALIFOR,200,MURPHY,0.371,-0.393,-120.76247,432,50,0.756,,,
89,142,62,0,COLORAD,200,ALLOTT,0.294,-0.465,-113.45128,410,50,0.758,,,
89,10514,62,0,COLORAD,200,DOMINICK,0.421,-0.605,-119.31535,438,47,0.762,,,
89,7847,1,0,CONNECT,100,RIBICOFF,-0.373,-0.167,-102.07396,429,45,0.788,,,
89,2636,1,0,CONNECT,100,DODD,-0.212,-0.198,-127.41074,416,61,0.736,,,
89,823,11,0,DELAWAR,200,BOGGS,0.194,-0.757,-150.63029,433,71,0.706,,,
89,10163,11,0,DELAWAR,200,WILLIAMS  J,0.634,-0.773,-161.65302,436,82,0.69,,,
89,4520,43,0,FLORIDA,100,HOLLAND,0.074,0.743,-164.82263,441,77,0.688,,,
89,8593,43,0,FLORIDA,100,SMATHERS,-0.192,0.77,-123.58538,365,63,0.713,,,
89,8138,44,0,GEORGIA,100,RUSSELL  R.,0.099,0.904,-100.31243,336,47,0.742,,,
89,9174,44,0,GEORGIA,100,TALMADGE,0.019,0.8,-114.63206,396,54,0.749,,,
89,3255,82,0,HAWAII,200,FONG,0.102,-0.57,-182.49306,423,93,0.65,,,
89,4812,82,0,HAWAII,100,INOUYE,-0.324,0.087,-80.69392,418,32,0.824,,,
89,1721,63,0,IDAHO,100,CHURCH,-0.469,0.605,-115.05524,354,52,0.723,,,
89,10807,63,0,IDAHO,200,JORDAN  L.,0.459,-0.431,-110.42832,438,46,0.777,,,
89,2609,21,0,ILLINOI,200,DIRKSEN,0.347,-0.54,-125.31453,412,62,0.738,L,,
89,2691,21,0,ILLINOI,100,DOUGLAS,-0.812,-0.077,-117.64232,397,55,0.744,,,
89,4154,22,0,INDIANA,100,HARTKE,-0.519,0.591,-137.86613,384,74,0.698,,,
89,10800,22,0,INDIANA,100,BAYH,-0.347,0.257,-113.2232,407,53,0.757,,,
89,10812,31,0,IOWA,200,MILLER,0.369,-0.504,-159.61398,435,74,0.693,,,
89,4382,31,0,IOWA,200,HICKENLOOPE,0.453,-0.44,-118.04268,407,54,0.748,,,
89,1510,32,0,KANSAS,200,CARLSON,0.221,-0.322,-110.13083,388,46,0.753,,,
89,10817,32,0,KANSAS,200,PEARSON,0.304,-0.443,-126.41032,420,52,0.74,,,
89,2052,51,0,KENTUCK,200,COOPER,0.181,-0.594,-186.76556,389,97,0.619,,,
89,6745,51,0,KENTUCK,200,MORTON,0.266,-0.457,-155.72922,416,80,0.688,,,
89,2901,45,0,LOUISIA,100,ELLENDER,-0.006,1,-144.45818,424,69,0.711,,,
89,5767,45,0,LOUISIA,100,LONG  R.,-0.376,0.903,-153.63199,427,68,0.698,W,,
89,8666,2,0,MAINE,200,SMITH,0.051,-0.443,-166.97989,441,81,0.685,,,
89,6831,2,0,MAINE,100,MUSKIE,-0.325,-0.066,-61.33709,356,26,0.842,,,
89,10824,52,0,MARYLAN,100,TYDINGS,-0.354,0.044,-93.7927,413,33,0.797,,,
89,1018,52,0,MARYLAN,100,BREWSTER,-0.285,0.043,-104.91034,432,50,0.784,,,
89,10808,3,0,MASSACH,100,KENNEDY  E.,-0.433,-0.267,-82.96121,429,34,0.824,,,
89,8185,3,0,MASSACH,200,SALTONSTALL,0.227,-0.587,-143.50041,431,74,0.717,,,
89,4148,23,0,MICHIGA,100,HART,-0.467,-0.128,-79.0202,407,32,0.824,,,
89,6366,23,0,MICHIGA,100,MCNAMARA,-0.48,0.124,-61.59689,248,25,0.78,,,
89,3824,23,0,MICHIGA,200,GRIFFIN,0.186,-0.747,-53.92948,125,23,0.65,,,
89,6134,33,0,MINNESO,100,MCCARTHY,-0.46,0.151,-80.15579,336,32,0.788,,,
89,10813,33,0,MINNESO,100,MONDALE,-0.363,-0.148,-74.94362,416,33,0.835,,,
89,2822,46,0,MISSISS,100,EASTLAND,0.156,0.988,-97.80854,398,45,0.782,,,
89,8883,46,0,MISSISS,100,STENNIS,0.055,0.978,-115.49675,427,53,0.763,,,
89,9141,34,0,MISSOUR,100,SYMINGTON,-0.273,0.483,-160.43475,400,78,0.67,,,
89,5756,34,0,MISSOUR,100,LONG  E.,-0.294,0.14,-82.13503,401,29,0.815,,,
89,6442,64,0,MONTANA,100,METCALF,-0.475,0.549,-106.9792,369,44,0.748,,,
89,5967,64,0,MONTANA,100,MANSFIELD,-0.365,0.365,-136.74547,432,65,0.729,L,,
89,4660,35,0,NEBRASK,200,HRUSKA,0.537,-0.222,-85.16865,432,36,0.821,,,
89,2267,35,0,NEBRASK,200,CURTIS,0.56,-0.308,-93.31107,433,37,0.806,,,
89,1482,65,0,NEVADA,100,CANNON,-0.163,0.348,-138.05666,423,64,0.722,,,
89,688,65,0,NEVADA,100,BIBLE,-0.205,0.479,-160.08769,420,70,0.683,,,
89,2087,4,0,NEW HAM,200,COTTON,0.444,-0.598,-157.67226,414,78,0.683,,,
89,10810,4,0,NEW HAM,100,MCINTYRE,-0.126,-0.201,-160.99802,361,74,0.64,,,
89,1569,12,0,NEW JER,200,CASE,-0.158,-0.937,-79.41197,417,38,0.827,,,
89,10147,12,0,NEW JER,100,WILLIAMS  H,-0.385,-0.168,-68.55352,409,28,0.846,,,
89,6611,66,0,NEW MEX,100,MONTOYA,-0.319,0.247,-112.51331,418,51,0.764,,,
89,165,66,0,NEW MEX,100,ANDERSON,-0.36,0.41,-92.76584,341,32,0.762,,,
89,10809,13,0,NEW YOR,100,KENNEDY  R.,-0.539,-0.181,-73.06603,422,32,0.841,,,
89,4898,13,0,NEW YOR,200,JAVITS,-0.131,-0.991,-88.39221,425,39,0.812,,,
89,2987,47,0,NORTH C,100,ERVIN,0.075,0.756,-108.85827,418,42,0.771,,,
89,5073,47,0,NORTH C,100,JORDAN  B.,0.025,0.71,-98.3562,403,36,0.783,,,
89,1252,36,0,NORTH D,100,BURDICK,-0.579,0.672,-142.29382,413,74,0.709,,,
89,10450,36,0,NORTH D,200,YOUNG  M.,0.292,-0.11,-125.71941,419,55,0.741,,,
89,5500,24,0,OHIO,100,LAUSCHE,0.304,-0.605,-231.13206,406,103,0.566,,,
89,10454,24,0,OHIO,100,YOUNG  S.,-0.65,0.76,-170.85782,440,97,0.678,,,
89,6597,53,0,OKLAHOM,100,MONRONEY,-0.279,0.318,-118.42986,419,53,0.754,,,
89,10805,53,0,OKLAHOM,100,HARRIS,-0.238,0.338,-148.23016,428,62,0.707,,,
89,6738,72,0,OREGON,100,MORSE,-0.791,0.612,-190.73538,435,98,0.645,,,
89,6881,72,0,OREGON,100,NEUBERGER,-0.666,0.32,-85.78184,348,44,0.782,,,
89,8301,14,0,PENNSYL,200,SCOTT,0.168,-0.773,-158.27713,436,66,0.696,,,
89,1776,14,0,PENNSYL,100,CLARK,-0.68,0.256,-89.08174,416,47,0.807,,,
89,7229,5,0,RHODE I,100,PASTORE,-0.236,-0.234,-104.20853,436,43,0.787,,,
89,10818,5,0,RHODE I,100,PELL,-0.425,-0.014,-89.07161,420,36,0.809,,,
89,9369,48,0,SOUTH C,200,THURMOND,0.434,0.198,-96.57471,439,38,0.803,,,
89,10819,48,0,SOUTH C,100,RUSSELL  D.,0.035,0.651,-79.58195,328,32,0.785,,,
89,6256,37,0,SOUTH D,100,MCGOVERN,-0.552,0.572,-120.88586,416,51,0.748,,,
89,6796,37,0,SOUTH D,200,MUNDT,0.335,-0.282,-117.31691,421,57,0.757,,,
89,3704,54,0,TENNESS,100,GORE,-0.572,0.821,-160.22348,345,87,0.629,,,
89,504,54,0,TENNESS,100,BASS,-0.38,0.438,-79.8024,310,28,0.773,,,
89,10414,49,0,TEXAS,100,YARBOROUGH,-0.426,0.577,-108.42451,413,42,0.769,,,
89,10823,49,0,TEXAS,200,TOWER,0.426,-0.055,-114.85878,441,46,0.771,,,
89,645,67,0,UTAH,200,BENNETT,0.51,-0.403,-137.15941,434,67,0.729,,,
89,6754,67,0,UTAH,100,MOSS,-0.436,0.412,-119.91068,398,52,0.74,,,
89,52,6,0,VERMONT,200,AIKEN,0.107,-0.599,-169.66924,422,86,0.669,,,
89,7637,6,0,VERMONT,200,PROUTY,0.194,-0.708,-149.50294,389,72,0.681,,,
89,7958,40,0,VIRGINI,100,ROBERTSON,0.13,0.992,-121.48299,398,50,0.737,,,
89,1365,40,0,VIRGINI,100,BYRD  H.,0.424,0.906,-45.35851,197,21,0.794,,,
89,10802,40,0,VIRGINI,100,BYRD,0.055,0.999,-64.11324,199,31,0.725,,,
89,4851,73,0,WASHING,100,JACKSON,-0.25,0.104,-112.41539,437,50,0.773,,,
89,5913,73,0,WASHING,100,MAGNUSON,-0.299,0.074,-87.98254,388,30,0.797,,,
89,1366,56,0,WEST VI,100,BYRD  R.,-0.175,0.634,-157.2007,420,76,0.688,,,
89,7722,56,0,WEST VI,100,RANDOLPH,-0.203,0.105,-140.5676,438,67,0.725,,,
89,10816,25,0,WISCONS,100,NELSON,-0.665,0.301,-117.71488,412,59,0.751,,,
89,7638,25,0,WISCONS,100,PROXMIRE,-0.651,0.511,-181.57394,441,84,0.663,,,
89,10820,68,0,WYOMING,200,SIMPSON,0.714,-0.404,-84.94187,432,40,0.821,,,
89,6249,68,0,WYOMING,100,MCGEE,-0.388,0.127,-78.96769,417,27,0.827,,,
90,99903,99,0,USA,100,JOHNSON,-0.174,-0.3,-115.39745,274,52,0.656,,,
90,8764,41,0,ALABAMA,100,SPARKMAN,-0.163,0.689,-138.43224,460,64,0.74,,,
90,4418,41,0,ALABAMA,100,HILL,-0.154,0.92,-124.29862,487,59,0.775,,,
90,3864,81,0,ALASKA,100,GRUENING,-0.658,0.753,-174.36414,457,89,0.683,,,
90,486,81,0,ALASKA,100,BARTLETT,-0.473,0.628,-181.47462,450,96,0.668,,,
90,4227,61,0,ARIZONA,100,HAYDEN,-0.271,0.68,-120.89401,360,52,0.715,,,
90,10804,61,0,ARIZONA,200,FANNIN,0.401,-0.154,-112.26817,516,38,0.804,,,
90,3388,42,0,ARKANSA,100,FULBRIGHT,-0.41,0.912,-149.68083,347,68,0.65,,,
90,6151,42,0,ARKANSA,100,MCCLELLAN,0.074,0.704,-108.64745,468,52,0.793,,,
90,5372,71,0,CALIFOR,200,KUCHEL,0.08,-0.58,-180.6062,503,91,0.698,W,,
90,10814,71,0,CALIFOR,200,MURPHY,0.402,-0.466,-152.23076,513,59,0.743,,,
90,10514,62,0,COLORAD,200,DOMINICK,0.336,-0.574,-163.19934,513,69,0.728,,,
90,142,62,0,COLORAD,200,ALLOTT,0.293,-0.427,-133.22475,501,60,0.767,,,
90,2636,1,0,CONNECT,100,DODD,-0.297,0.332,-206.53474,418,91,0.61,,,
90,7847,1,0,CONNECT,100,RIBICOFF,-0.291,0.047,-210.03049,480,92,0.646,,,
90,823,11,0,DELAWAR,200,BOGGS,0.24,-0.7,-169.13889,517,85,0.721,,,
90,10163,11,0,DELAWAR,200,WILLIAMS  J,0.673,-0.74,-190.88359,515,95,0.69,,,
90,8593,43,0,FLORIDA,100,SMATHERS,-0.224,0.873,-147.05649,374,69,0.675,,,
90,4520,43,0,FLORIDA,100,HOLLAND,-0.029,0.796,-177.08829,518,91,0.71,,,
90,8138,44,0,GEORGIA,100,RUSSELL,0.169,0.986,-98.42419,397,43,0.78,,,
90,9174,44,0,GEORGIA,100,TALMADGE,0.016,0.858,-89.24176,383,38,0.792,,,
90,3255,82,0,HAWAII,200,FONG,0.063,-0.489,-198.4538,465,98,0.653,,,
90,4812,82,0,HAWAII,100,INOUYE,-0.282,-0.055,-95.27438,399,35,0.788,,,
90,1721,63,0,IDAHO,100,CHURCH,-0.512,0.746,-186.40582,388,96,0.619,,,
90,10807,63,0,IDAHO,200,JORDAN  L.,0.36,-0.442,-141.60001,509,69,0.757,,,
90,2609,21,0,ILLINOI,200,DIRKSEN,0.282,-0.44,-171.96313,487,80,0.703,L,,
90,11205,21,0,ILLINOI,200,PERCY,0.161,-0.953,-157.96854,496,74,0.727,,,
90,4154,22,0,INDIANA,100,HARTKE,-0.534,0.625,-175.94577,403,81,0.646,,,
90,10800,22,0,INDIANA,100,BAYH,-0.394,0.369,-152.98746,446,76,0.71,,,
90,10812,31,0,IOWA,200,MILLER,0.364,-0.488,-178.92809,517,72,0.707,,,
90,4382,31,0,IOWA,200,HICKENLOOPE,0.375,-0.306,-121.55643,479,54,0.776,,,
90,1510,32,0,KANSAS,200,CARLSON,0.253,-0.33,-134.42407,426,63,0.729,,,
90,10817,32,0,KANSAS,200,PEARSON,0.196,-0.5,-161.15993,510,69,0.729,,,
90,2052,51,0,KENTUCK,200,COOPER,0.168,-0.986,-222.5213,430,113,0.596,,,
90,6745,51,0,KENTUCK,200,MORTON,0.232,-0.651,-138.14609,364,61,0.684,,,
90,2901,45,0,LOUISIA,100,ELLENDER,-0.123,0.992,-177.69905,494,79,0.698,,,
90,5767,45,0,LOUISIA,100,LONG  R.,-0.208,0.801,-148.60541,465,66,0.726,W,,
90,6831,2,0,MAINE,100,MUSKIE,-0.287,0.021,-97.17117,409,38,0.789,,,
90,8666,2,0,MAINE,200,SMITH,0.114,-0.329,-235.52019,519,118,0.635,,,
90,1018,52,0,MARYLAN,100,BREWSTER,-0.311,0.119,-177.56477,491,88,0.697,,,
90,10824,52,0,MARYLAN,100,TYDINGS,-0.353,0.017,-121.23084,456,59,0.767,,,
90,11201,3,0,MASSACH,200,BROOKE,-0.013,-1,-170.84212,510,82,0.715,,,
90,10808,3,0,MASSACH,100,KENNEDY  E.,-0.378,-0.341,-89.17091,408,48,0.804,,,
90,3824,23,0,MICHIGA,200,GRIFFIN,0.272,-0.962,-157.51657,451,59,0.705,,,
90,4148,23,0,MICHIGA,100,HART,-0.49,-0.152,-121.9467,494,56,0.781,,,
90,10813,33,0,MINNESO,100,MONDALE,-0.434,-0.2,-80.19611,447,38,0.836,,,
90,6134,33,0,MINNESO,100,MCCARTHY,-0.479,0.35,-72.9831,221,29,0.719,,,
90,8883,46,0,MISSISS,100,STENNIS,0.097,0.904,-115.51542,496,47,0.792,,,
90,2822,46,0,MISSISS,100,EASTLAND,0.141,0.929,-82.82389,432,30,0.826,,,
90,9141,34,0,MISSOUR,100,SYMINGTON,-0.219,0.218,-179.06741,462,92,0.679,,,
90,5756,34,0,MISSOUR,100,LONG  E.,-0.386,0.258,-78.55991,303,37,0.772,,,
90,6442,64,0,MONTANA,100,METCALF,-0.507,0.374,-143.33765,442,74,0.723,,,
90,5967,64,0,MONTANA,100,MANSFIELD,-0.425,0.677,-223.10976,479,103,0.628,L,,
90,2267,35,0,NEBRASK,200,CURTIS,0.506,-0.207,-91.31731,517,38,0.838,,,
90,4660,35,0,NEBRASK,200,HRUSKA,0.416,-0.164,-95.48286,484,43,0.821,,,
90,688,65,0,NEVADA,100,BIBLE,-0.19,0.497,-146.61859,444,74,0.719,,,
90,1482,65,0,NEVADA,100,CANNON,-0.213,0.473,-185.09383,497,88,0.689,,,
90,10810,4,0,NEW HAM,100,MCINTYRE,-0.311,0.184,-154.55795,455,69,0.712,,,
90,2087,4,0,NEW HAM,200,COTTON,0.361,-0.475,-190.37416,456,96,0.659,,,
90,1569,12,0,NEW JER,200,CASE,-0.142,-0.99,-120.62708,493,58,0.783,,,
90,10147,12,0,NEW JER,100,WILLIAMS  H,-0.418,-0.023,-142.78081,496,67,0.75,,,
90,165,66,0,NEW MEX,100,ANDERSON,-0.177,0.244,-152.82014,456,63,0.715,,,
90,6611,66,0,NEW MEX,100,MONTOYA,-0.27,0.31,-123.70785,420,58,0.745,,,
90,4898,13,0,NEW YOR,200,JAVITS,-0.138,-0.99,-98.18013,469,39,0.811,,,
90,3670,13,0,NEW YOR,200,GOODELL,-0.07,-0.906,-2.82,31,0,0.913,,,
90,10809,13,0,NEW YOR,100,KENNEDY  R.,-0.422,-0.258,-83.3597,362,34,0.794,,,
90,5073,47,0,NORTH C,100,JORDAN  B.,-0.044,0.752,-103.43041,435,45,0.788,,,
90,2987,47,0,NORTH C,100,ERVIN,0.036,0.814,-112.69592,485,44,0.793,,,
90,10450,36,0,NORTH D,200,YOUNG  M.,0.176,0.079,-154.095,490,73,0.73,,,
90,1252,36,0,NORTH D,100,BURDICK,-0.483,0.607,-175.02374,486,91,0.698,,,
90,10454,24,0,OHIO,100,YOUNG  S.,-0.687,0.714,-201.45586,468,103,0.65,,,
90,5500,24,0,OHIO,100,LAUSCHE,0.352,-0.613,-201.80688,443,100,0.634,,,
90,6597,53,0,OKLAHOM,100,MONRONEY,-0.189,0.257,-153.78862,451,73,0.711,,,
90,10805,53,0,OKLAHOM,100,HARRIS,-0.303,0.127,-122.63573,437,62,0.755,,,
90,6738,72,0,OREGON,100,MORSE,-0.766,0.643,-193.55887,499,101,0.678,,,
90,11203,72,0,OREGON,200,HATFIELD,0.14,-0.99,-242.2567,473,134,0.599,,,
90,8301,14,0,PENNSYL,200,SCOTT,0.11,-0.773,-174.27797,509,81,0.71,,,
90,1776,14,0,PENNSYL,100,CLARK,-0.537,0.014,-143.312,474,64,0.739,,,
90,7229,5,0,RHODE I,100,PASTORE,-0.196,-0.184,-166.44279,511,75,0.722,,,
90,10818,5,0,RHODE I,100,PELL,-0.321,-0.121,-144.08267,477,69,0.739,,,
90,11204,48,0,SOUTH C,100,HOLLINGS,-0.06,0.816,-169.96635,472,85,0.698,,,
90,9369,48,0,SOUTH C,200,THURMOND,0.637,0.036,-96.73037,514,40,0.828,,,
90,6256,37,0,SOUTH D,100,MCGOVERN,-0.534,0.615,-151.15576,405,65,0.689,,,
90,6796,37,0,SOUTH D,200,MUNDT,0.301,-0.208,-140.02367,485,55,0.749,,,
90,11200,54,0,TENNESS,200,BAKER,0.286,-0.539,-147.95659,463,64,0.726,,,
90,3704,54,0,TENNESS,100,GORE,-0.401,0.652,-175.39505,400,83,0.645,,,
90,10414,49,0,TEXAS,100,YARBOROUGH,-0.464,0.498,-132.13727,421,60,0.731,,,
90,10823,49,0,TEXAS,200,TOWER,0.431,-0.198,-140.04808,515,59,0.762,,,
90,645,67,0,UTAH,200,BENNETT,0.347,-0.257,-150.39819,509,69,0.744,,,
90,6754,67,0,UTAH,100,MOSS,-0.415,0.254,-158.24144,468,80,0.713,,,
90,7637,6,0,VERMONT,200,PROUTY,0.179,-0.694,-180.63037,453,95,0.671,,,
90,52,6,0,VERMONT,200,AIKEN,0.099,-0.567,-196.3782,455,107,0.649,,,
90,11206,40,0,VIRGINI,100,SPONG,-0.131,0.466,-209.76117,504,114,0.66,,,
90,10802,40,0,VIRGINI,100,BYRD  H.,0.091,0.564,-188.07727,501,88,0.687,,,
90,5913,73,0,WASHING,100,MAGNUSON,-0.3,0.259,-139.24898,464,62,0.741,,,
90,4851,73,0,WASHING,100,JACKSON,-0.264,0.066,-143.44423,512,59,0.756,,,
90,7722,56,0,WEST VI,100,RANDOLPH,-0.304,0.334,-161.36093,519,76,0.733,,,
90,1366,56,0,WEST VI,100,BYRD  R.,-0.268,0.801,-180.45551,512,81,0.703,,,
90,7638,25,0,WISCONS,100,PROXMIRE,-0.585,0.703,-280.79706,519,123,0.582,,,
90,10816,25,0,WISCONS,100,NELSON,-0.635,0.509,-143.58003,458,57,0.731,,,
90,11202,68,0,WYOMING,200,HANSEN,0.498,-0.397,-94.51257,468,39,0.817,,,
90,6249,68,0,WYOMING,100,MCGEE,-0.351,0.219,-123.24749,456,48,0.763,,,
91,99904,99,0,USA,200,NIXON,0.437,-0.899,-30.68073,125,11,0.782,,,
91,8764,41,0,ALABAMA,100,SPARKMAN,-0.068,0.661,-124.75391,467,51,0.766,,,
91,12100,41,0,ALABAMA,100,ALLEN,0.009,1,-183.9895,540,97,0.711,,,
91,12105,81,0,ALASKA,100,GRAVEL,-0.385,0.369,-144.23662,421,64,0.71,,,
91,12109,81,0,ALASKA,200,STEVENS,0.081,-0.491,-207.67264,463,106,0.639,,,
91,3658,61,0,ARIZONA,200,GOLDWATER,0.544,-0.469,-89.28876,340,45,0.769,,,
91,10804,61,0,ARIZONA,200,FANNIN,0.404,-0.179,-98.57664,502,41,0.822,,,
91,6151,42,0,ARKANSA,100,MCCLELLAN,0.049,0.675,-113.31351,482,48,0.79,,,
91,3388,42,0,ARKANSA,100,FULBRIGHT,-0.448,0.894,-221.74603,468,111,0.623,,,
91,10814,71,0,CALIFOR,200,MURPHY,0.273,-0.26,-141.78664,499,64,0.753,,,
91,12103,71,0,CALIFOR,100,CRANSTON,-0.353,0.068,-142.54973,520,67,0.76,,,
91,142,62,0,COLORAD,200,ALLOTT,0.362,-0.483,-140.85388,552,60,0.775,,,
91,10514,62,0,COLORAD,200,DOMINICK,0.386,-0.686,-179.32388,515,78,0.706,,,
91,7847,1,0,CONNECT,100,RIBICOFF,-0.342,-0.132,-164.58611,533,67,0.734,,,
91,2636,1,0,CONNECT,100,DODD,-0.155,0.192,-165.40504,326,80,0.602,,,
91,823,11,0,DELAWAR,200,BOGGS,0.204,-0.655,-167.58939,547,73,0.736,,,
91,10163,11,0,DELAWAR,200,WILLIAMS J,0.633,-0.774,-253.47517,545,124,0.628,,,
91,10593,43,0,FLORIDA,200,GURNEY,0.403,-0.129,-132.50121,521,53,0.775,,,
91,4520,43,0,FLORIDA,100,HOLLAND,0.019,0.89,-157.2704,556,78,0.754,,,
91,8138,44,0,GEORGIA,100,RUSSELL,0.044,0.999,-82.32213,310,36,0.767,,,
91,9174,44,0,GEORGIA,100,TALMADGE,-0.039,0.885,-127.55444,526,51,0.785,,,
91,4812,82,0,HAWAII,100,INOUYE,-0.355,0.291,-118.58032,443,52,0.765,,,
91,3255,82,0,HAWAII,200,FONG,0.08,-0.457,-185.1741,471,86,0.675,,,
91,10807,63,0,IDAHO,200,JORDAN L.,0.303,-0.459,-165.94119,527,82,0.73,,,
91,1721,63,0,IDAHO,100,CHURCH,-0.407,0.415,-139.68851,474,66,0.745,,,
91,2609,21,0,ILLINOI,200,DIRKSEN,0.306,-0.472,-18.72994,59,6,0.728,LN,,
91,11205,21,0,ILLINOI,200,PERCY,0.085,-0.876,-180.99501,525,88,0.708,,,
91,12110,21,0,ILLINOI,200,SMITH,0.258,-0.612,-150.17184,378,74,0.672,,,
91,13102,21,0,ILLINOI,100,STEVENSON,-0.334,0.108,-10.46408,52,3,0.818,,,
91,10800,22,0,INDIANA,100,BAYH,-0.339,0.022,-100.00787,442,39,0.798,,,
91,4154,22,0,INDIANA,100,HARTKE,-0.427,0.31,-126.70861,413,57,0.736,,,
91,12106,31,0,IOWA,100,HUGHES,-0.517,0.301,-106.39428,524,39,0.816,,,
