Contest	Contest number	Party number	Endorsement number	Endorser number	Supplemental search	Endorser	Description	State	Region	DATE	Cal quart	Pol quart	Cal dichot	Pol dichot	Endorsee	Nominee	Count	Adjusted count	Weight	Adjusted weight	Pond	Weighted pond	Home state endorsement	Home region endorsement	Another candidate's home state endorsement	Another candidate's home region endorsement	Geography	Weighted geography	Own group endorsement	Another candidate's group endorsement	Group	Weighted group	Endorser's ideology	Ideological distance	Weighted ideological distance	Breadth	Breadth dummy	Weighted breadth																			
1980D	1	1	91	3766	0	Robert Byrd	"U.S. Senator, Senate Majority Leader"	WV	Midwest	9/27/79	3	2	2	1	Carter	1	1	1	0.8	0.8	0	0.0	0	0	0	0	1	0.800	0	1	1	0.800	-0.207	0.007	0.005	0.007	1	0.005																			
1980D	1	1	92	5033	0	AFL-CIO	Labor union	MA	Northeast	9/29/79	3	2	2	1	Kennedy	0	1	1	0.2	0.2	1	0.2	1	1	0	0	0	0.000	0	0	0.5	0.100																									
1980D	1	1	93	5111	0	Bill Lockyer	State rep.	CA	West	10/3/79	4	2	2	1	Kennedy	0	1	1	0.2	0.2	1	0.2	0	0	1	1	1	0.200	0	0	0.5	0.100																									
1980D	1	1	94	4275	0	Teno Roncalio	Former U.S. rep.	WY	West/Plains	10/4/79	4	2	2	1	Kennedy	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	1	0	0	0.000	0.187	0.313	0.063	0.000	0	0.000																			
1980D	1	1	95	3852	0	Rodney Quinn 	Secretary of State	ME	Northeast	10/4/79	4	2	2	1	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	96	1440	0	Frank Annunzio	U.S. rep.	IL	Midwest	10/4/79	4	2	2	1	Carter	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	0.059	0.259	0.103	0.259	1	0.103																			
1980D	1	1	97	5799	0	Stanley Friedman	"Borough president, borough party chair"	NY	Northeast	10/6/79	4	2	2	1	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	98	5247	0	Don Riegle	U.S. Senator	MI	Midwest	10/6/79	4	2	2	1	Kennedy	0	1	1	0.6	0.6	1	0.6	0	0	0	0	1	0.600	1	0	0	0.000	0.496	0.004	0.002	0.000	0	0.000																			
1980D	1	1	99	1362	0	Erastus Corning	Mayor of Albany	NY	Northeast	10/12/79	4	2	2	1	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	100	4496	0	Unknown	State rep. (34 out of 70)	MI	Midwest	10/13/79	4	2	2	1	Kennedy	0	34	1.5	0.2	0.3	0	0.0	0	0	0	0	1	0.300	0	0	0.5	0.150																									
1980D	1	1	101	1405	0	Ferdinand St. Germain	U.S. rep.	RI	Northeast	10/13/79	4	2	2	1	Kennedy	0	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	1	0	0	0.000	0.018	0.482	0.193	0.000	0	0.000																			
1980D	1	1	102	4957	0	William Cotter	U.S. rep.	CT	Northeast	10/13/79	4	2	2	1	Kennedy	0	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200	-0.160	0.660	0.264	0.165	1	0.066																			
1980D	1	1	103	646	0	Caucus vote (beauty contest)	Florida	FL	South	10/14/79	4	2	2	1	Carter	1	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
1980D	1	1	104	2892	0	Margaret Costanza	Former aide to Jimmy Carter	NY	Northeast	10/16/79	4	2	2	1	Kennedy	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050	1.000	0.500	0.050	0.125	1	0.013																			
1980D	1	1	105	5252	0	Donald Manes	"Borough president, borough party chair"	NY	Northeast	10/17/79	4	2	2	1	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	106	4191	0	Straw poll	Suffolk County committemen	NY	Northeast	10/19/79	4	2	2	1	Kennedy	0	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
1980D	1	1	107	5329	0	George McGovern	U.S. Senator	SD	Plains	10/19/79	4	2	2	1	Kennedy	0	1	1	0.6	0.6	1	0.6	0	0	0	0	1	0.600	1	0	0	0.000	0.779	0.279	0.167	0.000	0	0.000																			
1980D	1	1	108	5501	0	Joseph Brennan	Governor	ME	Northeast	10/19/79	4	2	2	1	Kennedy	0	1	1	0.8	0.8	1	0.8	0	1	0	0	0.5	0.400	1	0	0	0.000	-0.081	0.581	0.465	0.000	0	0.000																			
1980D	1	1	109	5813	0	Straw poll	State convention delegates	FL	South	10/20/79	4	2	2	1	Carter	1	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
1980D	1	1	110	5555	0	Lynn Cutler	Candidate for U.S. rep.	IA	Plains	10/25/79	4	2	2	1	Carter	1	1	1	0.1	0.1	1	0.1	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	1.200	0.120	0.600	1	0.060																			
1980D	1	1	111	2030	0	Jay Soloman	Former chief general services administration	TN	South	10/25/79	4	2	2	1	Carter	1	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	1	0	0	0.000																									
1980D	1	1	112	702	0	Charlie Daniels	Musician	TN	South	10/25/79	4	2	2	1	Carter	1	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
1980D	1	1	113	3256	0	"Morris Dees, Jr."	Former fundraiser for Jimmy Carter	AL	South	10/25/79	4	2	2	1	Kennedy	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	1	1	0.100	1.000	0.500	0.050	0.500	1	0.050																			
1980D	1	1	114	5568	0	Marion Barry	Mayor of Washington D.C.	DC	Own	10/25/79	4	2	2	1	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.000	0.200	0.080	0.100	1	0.040																			
1980D	1	1	115	5447	0	Jim Wright 	"U.S. rep., House Majority Leader"	TX	South/Southwest	10/25/79	4	2	2	1	Carter	1	1	1	0.6	0.6	1	0.6	0	1	0	0	0.5	0.300	0	0	0.5	0.300	0.132	0.332	0.199	0.083	1	0.050																			
1980D	1	1	116	4900	0	Walter Orlinsky	City council president	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
1980D	1	1	117	1431	0	Francis Francois	County councilman	MD	Northeast	10/27/79	4	3	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	118	3557	0	Phillip Van Gelder	Former local labor leader	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
1980D	1	1	119	668	0	Charles Gilchrist	County party executive	MD	Northeast	10/27/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	120	1010	0	David Wilson	State labor leader	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	121	1145	0	Dominic Fornaro	President state AFL-CIO	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	122	1456	0	Frank Martino	President United Rubber Workers			10/27/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	0	0.0							0	0	0.5	0.200																									
1980D	1	1	123	1803	0	Ida Ruben	State rep.	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	124	2415	0	John Quade	State rep.	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	125	3816	0	Robert Redding	State rep.	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	126	1293	0	Edward Conroy	"State senator, candidate for U.S. Senate"	MD	Northeast	10/27/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	127	416	0	Blair Lee III	Former governor	MD	Northeast	10/27/79	4	3	2	2	Carter	1	1	1	0.3	0.3	0	0.0	0	0	0	0	1	0.300	0	0	0.5	0.150																									
1980D	1	1	128	5383	0	International Chemical Workers	Labor union		National	10/27/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	129	5382	0	Painters and Allied Trades Union	Labor union		National	10/27/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	130	5915	0	William Donald Schaefer	Mayor of Baltimore	MD	Northeast	10/27/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	-1.000	0.800	0.320	0.400	1	0.160																			
1980D	1	1	131	1993	0	Jane Byrne	Mayor of Chicago	IL	Midwest	10/28/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	1	0	0	0.000	0.000	0.500	0.200	0.000	0	0.000																			
1980D	1	1	132	170	0	Arnold Miller 	President United Mine Workers	WV	Midwest	10/30/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	133	2983	0	Martin Luther King Sr.	"Father of Martin Luther King, Jr., a reverend"	GA	South	11/1/79	4	3	2	2	Carter	1	1	1	0.1	0.1	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.050	0.000	0.200	0.020	0.000	0	0.000																			
1980D	1	1	134	5238	0	Dick Clark	Former U.S. Senator	IA	Plains	11/2/79	4	3	2	2	Kennedy	0	1	1	0.3	0.3	1	0.3	0	0	0	0	1	0.300	1	0	0	0.000	0.738	0.238	0.071	0.000	0	0.000																			
1980D	1	1	135	5381	0	"International Union of Electrical, Radio and Machine Workers"	Labor union		National	11/2/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	1.000	0.500	0.200	0.250	1	0.100																			
1980D	1	1	136	2496	0	Joseph Biden	U.S. Senator	DE	Northeast	11/2/79	4	3	2	2	Carter	1	1	1	0.6	0.6	0	0.0	0	0	0	0	1	0.600	0	1	1	0.600	0.222	0.422	0.253	0.422	1	0.253																			
1980D	1	1	137	3810	0	Robert Pastrick	Mayor of East Chicago	IN	Midwest	11/3/79	4	3	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	 	 																							
1980D	1	1	138	4308	0	Thomas Dunn	Mayor of Elizabeth	NJ	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	139	4487	0	Unknown	Mayor of Pawtucket	RI	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
1980D	1	1	140	988	0	David Rusk	Mayor of Albuquerque	NM	West/Southwest	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100																									
1980D	1	1	141	5889	0	Unknown	Mayor of Erie	PA	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	142	1901	0	Jake Godbold	Mayor of Jacksonville	FL	South	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	143	4312	0	Thomas Francis Xavier Smith	Mayor of Jersey City	NJ	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	144	1883	0	Jack Reardon	Mayor of Kansas City	KS	Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	145	3606	0	Randall Tyree	Mayor of Knoxville	TN	South	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	146	1712	0	Helen Boosalis	Mayor of Lincoln	NE	Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	147	4488	0	Unknown	Mayor of Mobile	AL	South	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	148	5490	0	John Rousakis	Mayor of Savannah	GA	South	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	1	0.2	1	1	0	0	0	0.000	0	0	0.5	0.100																									
1980D	1	1	149	4489	0	Unknown	Mayor of Trenton	NJ	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	150	5625	0	National Treasury Employees Union	Labor union		National	11/3/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	151	5591	0	Maynard Jackson	Mayor of Atlanta	GA	South	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	1	1	0	0	0	0.000	0	0	0.5	0.200	0.000	0.200	0.080	0.000	0	0.000																			
1980D	1	1	152	4975	0	William McNichols	Mayor of Denver	CO	West/Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	0	0.5	0.200																									
1980D	1	1	153	3066	0	Maurice Ferre	Mayor of Miami	FL	South	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200	-1.000	0.800	0.320	0.200	1	0.080																			
1980D	1	1	154	5540	0	Lionel Wilson	Mayor of Oakland	CA	West	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	1	1	1	0.400	0	0	0.5	0.200	1.000	1.200	0.480	0.600	1	0.240																			
1980D	1	1	155	351	0	Bill Frederick	Mayor of Orlando	FL	South	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
1980D	1	1	156	5707	0	Richard Caliguiri	Mayor of Pittsburgh	PA	Northeast	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	-1.000	0.800	0.320	0.400	1	0.160																			
1980D	1	1	157	4271	0	Ted Wilson	Mayor of Salt Lake City	UT	West/Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	0	0.5	0.200	-1.000	0.800	0.320	0.400	1	0.160																			
1980D	1	1	158	5235	0	Dianne Feinstein	Mayor of San Francisco	CA	West	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	1	1	1	0.400	0	0	0.5	0.200	-0.145	0.055	0.022	0.027	1	0.011																			
1980D	1	1	159	5158	0	Charles Royer	Mayor of Seattle	WA	West  	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200																									
1980D	1	1	160	1916	0	James Conway	Mayor of St. Louis	MO	Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	161	5327	0	George Latimer	Mayor of St. Paul	MN	Plains	11/3/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	-1.000	0.800	0.320	0.400	1	0.160																			
1980D	1	1	162	5370	0	Herman Badillo	"Former U.S. rep., former borough president, former deputy mayor of New York City"	NY	Northeast	11/4/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	1	0.2	0	1	0	0	0.5	0.100	0	0	0.5	0.100	0.819	0.319	0.064	0.080	1	0.016																			
1980D	1	1	163	4322	0	Thomas O'Neill	Lieutenant governor	MA	Northeast	11/4/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	0	0.0	1	1	0	0	0	0.000	1	0	0	0.000			 																						
1980D	1	1	164	5654	0	Patrick Lucey	"Forrmer governor, ambassador to Mexico"	WI	Midwest/Plains	11/5/79	4	3	2	2	Kennedy	0	1	1	0.3	0.3	1	0.3	0	0	0	0	1	0.300	0	0	0.5	0.150	1.000	0.500	0.150	0.250	1	0.075																			
1980D	1	1	165	5190	0	Cook County Democratic Party	County party organization	IL	Midwest	11/6/79	4	3	2	2	Kennedy	0	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	1	0	0	0.000	0.000	0.500	0.100	0.000	0	0.000																			
1980D	1	1	166	5814	0	Straw poll	Iowa	IA	Plains	11/6/79	4	3	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	167	946	0	David Gartner 	Commodity Futures Trading Commissioner	DC	Own	11/8/79	4	3	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	168	5618	0	Muriel Humphrey	"Former U.S. Senator, wife of Hubert Humphrey III"	MN	Plains	11/8/79	4	3	2	2	Carter	1	1	1	0.3	0.3	1	0.3	0	0	0	0	1	0.300	1	0	0	0.000	0.513	0.713	0.214	0.000	0	0.000																			
1980D	1	1	169	5664	0	Paul Simon	U.S. rep.	IL	Midwest	11/9/79	4	3	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.306	0.194	0.077	0.097	1	0.039																			
1980D	1	1	170	5629	0	Neil Hartigan	Former lieutenant governor	IL	Midwest	11/15/79	4	3	2	2	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	-1.000	0.800	0.160	0.400	1	0.080																			
1980D	1	1	171	5754	0	Roland Burris	State comptroller	IL	Midwest	11/15/79	4	3	2	2	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	172	1969	0	James Smith	County party chair	NY	Northeast	11/16/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	173	3081	0	Meade Esposito	County party chair	NY	Northeast	11/16/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	174	5383	0	United Paperworkers	Labor union		National	11/24/79	4	4	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1980D	1	1	175	4442	0	Tom Wicker	Columnist for the New York Times	DC	Own	11/25/79	4	4	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	1.200	0.120	0.600	1	0.060																			
1980D	1	1	176	5567	0	Mario Cuomo	Lieutenant governor	NY	Northeast	11/25/79	4	4	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	1.000	1.200	0.480	0.600	1	0.240																			
1980D	1	1	177	4497	0	Unknown	Local labor leaders	IA	Plains	11/26/79	4	4	2	2	Kennedy	0	unknown	1.5	0.1	0.15	0	0.0	0	0	0	0	1	0.150	0	0	0.5	0.075																									
1980D	1	1	178	1954	0	James O'Hara	Former U.S. rep.	MI	Midwest	11/26/79	4	4	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	1	0	0	0.000	0.207	0.293	0.059	0.000	0	0.000																			
1980D	1	1	179	5888	0	United Farm Workers	Labor union	CA	West	11/26/79	4	4	2	2	Brown	0	1	1	0.2	0.2	1	0.2	1	1	0	0	0	0.000	0	0	0.5	0.100	1.000	0.800	0.160	0.000	0	0.000																			
1980D	1	1	180	1926	0	James Griffin	Mayor of Buffalo	NY	Northeast	11/26/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	-1.000	0.800	0.160	0.400	1	0.080																			
1980D	1	1	181	6	0	Abe Beame	Former mayor of New York City	NY	Northeast	11/29/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	182	5791	0	Shirley Chisholm	"U.S. rep., first black woman in Congress"	NY	Northeast	11/30/79	4	4	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	0	0	0.5	0.200	0.604	0.104	0.041	0.026	1	0.010																			
1980D	1	1	183	5165	0	Charlie Rangel	U.S. rep.	NY	Northeast	12/1/79	4	4	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.709	0.909	0.363	0.454	1	0.182																			
1980D	1	1	184	5046	0	Alfred DelBello	County party executive	NY	Northeast	12/2/79	4	4	2	2	Carter	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	185	173	0	Arrington Dixon	City council chair	DC	Own	12/4/79	4	4	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	186	5093	0	Betty Ann Kane	City councilman	DC	Own	12/4/79	4	4	2	2	Kennedy	0	1	1	0.1	0.1	1	0.1	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	0.500	0.050	0.250	1	0.025																			
1980D	1	1	187	2418	0	John Ray	City councilman	DC	Own	12/4/79	4	4	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	0.500	0.050	0.250	1	0.025																			
1980D	1	1	188	3274	0	Nadine Winter	City councilwoman	DC	Own	12/4/79	4	4	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	189	3828	0	Robert Washington Jr.	DC party committee chair	DC	Own	12/4/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	190	4498	0	Unknown	Party committemembers	DC	Own	12/4/79	4	4	2	2	Kennedy	0	unknown	1.5	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	191	181	0	Arthur Foreman 	County party chair  	IL	Midwest	12/5/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1980D	1	1	192	3486	0	Pedro Vasquez	Secretary of State	PR	Other	12/6/79	4	4	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	1	0	0	0.000																									
1980D	1	1	193	3570	0	Popular Democratic Party of Puerto Rico	State party organization	PR	Other	12/6/79	4	4	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	1	0	0	0.000																									
1980D	1	1	194	599	0	Carlos Chardon	State secretary of instruction and education	PR	Other	12/6/79	4	4	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	1	0	0	0.000																									
1980D	1	1	195	1024	0	Dean Rusk	Former U.S. Secretary of State under Lyndon Johnson	GA	South	12/9/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100	-1.000	0.800	0.160	0.000	0	0.000																			
1980D	1	1	196	2390	0	John McCormick	Former U.S. Speaker of the House	MA	Northeast	12/9/79	4	4	2	2	Kennedy	0	1	1	0.3	0.3	0	0.0	1	1	0	0	0	0.000	1	0	0	0.000	-0.046	0.546	0.164	0.000	0	0.000																			
1980D	1	1	197	3315	0	New Democratic Coalition 	State party organization	NY	Northeast	12/10/79	4	4	2	2	Kennedy	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
1980D	1	1	198	4490	0	Unknown	State legislative leaders	MD	Northeast	12/13/79	4	4	2	2	Carter	1	unknown	1.5	0.4	0.6	0	0.0	0	0	0	0	1	0.600	0	0	0.5	0.300																									
1980D	1	1	199	3895	0	Rosalie Abrams 	State party chair 	MD	Northeast	12/13/79	4	4	2	2	Carter	1	1	1	0.5	0.5	0	0.0	0	0	0	0	1	0.500	0	0	0.5	0.250																									
1980D	1	1	200	5216	0	David Dinkins 	City clerk	NY	Northeast	12/14/79	4	4	2	2	Kennedy	0	1	1	0.1	0.1	1	0.1	0	1	0	0	0.5	0.050	0	0	0.5	0.050	1.000	0.500	0.050	0.125	1	0.013																			
1980D	1	1	201	5004	0	Willie Hardy	City councilman	DC	Own	12/15/79	4	4	2	2	Carter	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1980D	1	1	202	3871	0	Ron Brown 	"President University of DC Board of Trustees, Urban League executive"	DC	Own	12/15/79	4	4	2	2	Kennedy	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	0.000	0.500	0.050	0.250	1	0.025																			
1980D	1	1	203	2652	0	Kenneth Gibson	Mayor of Newark	NJ	Northeast	12/16/79	4	4	2	2	Carter	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
1980D	1	1	204	5077	0	Barbara Mikulski	U.S. rep.	MD	Northeast	12/16/79	4	4	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	1	0	0	0.000	0.210	0.290	0.116	0.000	0	0.000																			
1980D	1	1	205	5617	0	Morris Udall	U.S. rep.	AZ	West/Southwest	12/18/79	4	4	2	2	Kennedy	0	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200	0.097	0.403	0.161	0.202	1	0.081																			
1980D	1	1	206	5812	0	Steven Solarz	U.S. rep.	NY	Northeast	12/21/79	4	4	2	2	Carter	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.411	0.611	0.245	0.306	1	0.122																			
